intersection_start,intersection_end,intersection_duration
2022-09-09 06:28:07.854037,2022-09-09 07:38:08.223956,0 days 01:10:00.369919
2022-09-09 07:39:08.670184,2022-09-09 13:50:07.302176,0 days 06:10:58.631992
2022-09-09 13:51:07.091506,2022-09-12 06:11:07.003227,2 days 16:19:59.911721
2022-09-12 06:12:08.421843,2022-09-12 07:59:06.785239,0 days 01:46:58.363396
2022-09-12 08:00:08.852888,2022-09-12 12:18:06.980675,0 days 04:17:58.127787
2022-09-12 12:19:07.944217,2022-09-12 13:20:07.749663,0 days 01:00:59.805446
2022-09-12 13:21:06.985877,2022-09-15 10:25:07.359328,2 days 21:04:00.373451
2022-09-15 10:26:08.568351,2022-09-15 14:02:08.586828,0 days 03:36:00.018477
2022-09-15 14:03:08.983079,2022-09-28 04:35:08.118623,12 days 14:31:59.135544
2022-09-28 04:36:07.649665,2022-09-28 05:41:06.960622,0 days 01:04:59.310957
2022-09-28 08:22:08.315635,2022-09-28 10:40:08.373148,0 days 02:18:00.057513
2022-09-28 10:41:08.196934,2022-09-28 14:06:07.237715,0 days 03:24:59.040781
2022-09-28 14:07:07.028071,2022-09-29 04:35:07.307742,0 days 14:28:00.279671
2022-09-29 04:45:07.059521,2022-09-29 06:44:06.957643,0 days 01:58:59.898122
2022-09-29 06:54:07.407926,2022-09-29 08:18:07.029231,0 days 01:23:59.621305
2022-09-29 08:19:08.276393,2022-09-29 13:42:06.812739,0 days 05:22:58.536346
2022-09-29 15:30:00.432027,2022-09-30 04:35:06.740884,0 days 13:05:06.308857
2022-09-30 04:45:07.275834,2022-09-30 08:42:07.271819,0 days 03:56:59.995985
2022-09-30 08:46:08.249838,2022-09-30 11:19:06.769940,0 days 02:32:58.520102
2022-09-30 11:20:06.346034,2022-10-01 04:35:08.518599,0 days 17:15:02.172565
2022-10-01 04:49:08.523066,2022-10-01 09:37:06.776198,0 days 04:47:58.253132
2022-10-01 09:47:07.007545,2022-10-01 11:48:08.653289,0 days 02:01:01.645744
2022-10-01 14:37:07.974161,2022-10-01 16:04:08.141637,0 days 01:27:00.167476
2022-10-01 16:05:10.495580,2022-10-03 04:34:06.238855,1 days 12:28:55.743275
2022-10-03 04:51:07.677826,2022-10-03 06:14:06.588114,0 days 01:22:58.910288
2022-10-03 06:15:07.781425,2022-10-04 04:34:08.369341,0 days 22:19:00.587916
2022-10-04 06:28:06.853530,2022-10-04 09:52:07.465730,0 days 03:24:00.612200
2022-10-04 09:53:07.312742,2022-10-04 19:04:07.493608,0 days 09:11:00.180866
2022-10-04 19:05:08.448545,2022-10-05 04:34:08.185939,0 days 09:28:59.737394
2022-10-05 04:47:06.869130,2022-10-05 06:12:07.253365,0 days 01:25:00.384235
2022-10-05 06:13:06.881853,2022-10-06 04:34:06.956488,0 days 22:21:00.074635
2022-10-06 04:44:07.014985,2022-10-06 06:08:06.398034,0 days 01:23:59.383049
2022-10-06 06:09:08.374930,2022-10-06 10:47:07.358072,0 days 04:37:58.983142
2022-10-06 12:34:06.644236,2022-10-07 04:34:06.661039,0 days 16:00:00.016803
2022-10-07 06:27:08.244822,2022-10-08 04:34:07.386086,0 days 22:06:59.141264
2022-10-08 04:54:07.532498,2022-10-08 07:40:08.936761,0 days 02:46:01.404263
2022-10-08 07:51:06.331177,2022-10-08 09:18:06.674446,0 days 01:27:00.343269
2022-10-08 14:40:06.509769,2022-10-08 16:04:06.799056,0 days 01:24:00.289287
2022-10-08 16:05:06.620452,2022-10-10 04:34:07.648769,1 days 12:29:01.028317
2022-10-10 04:53:07.877964,2022-10-10 06:26:07.373848,0 days 01:32:59.495884
2022-10-10 06:27:08.262744,2022-10-10 07:37:06.954697,0 days 01:09:58.691953
2022-10-10 07:38:07.211494,2022-10-10 11:25:06.543289,0 days 03:46:59.331795
2022-10-10 11:28:08.234480,2022-10-11 04:34:07.738359,0 days 17:05:59.503879
2022-10-11 05:02:06.820663,2022-10-11 06:14:06.729416,0 days 01:11:59.908753
2022-10-11 06:15:07.890511,2022-10-12 04:34:06.624127,0 days 22:18:58.733616
2022-10-12 04:56:06.596103,2022-10-12 08:04:06.562040,0 days 03:07:59.965937
2022-10-12 08:13:07.751846,2022-10-12 09:32:06.793215,0 days 01:18:59.041369
2022-10-12 19:05:07.817178,2022-10-13 04:34:06.712837,0 days 09:28:58.895659
2022-10-13 05:00:07.997052,2022-10-13 06:12:07.215936,0 days 01:11:59.218884
2022-10-13 06:13:07.465169,2022-10-13 08:03:08.429094,0 days 01:50:00.963925
2022-10-13 08:04:06.838240,2022-10-13 09:41:08.230364,0 days 01:37:01.392124
2022-10-13 09:42:06.656570,2022-10-14 04:34:11.072880,0 days 18:52:04.416310
2022-10-14 06:30:06.760466,2022-10-15 04:34:08.502031,0 days 22:04:01.741565
2022-10-15 04:57:07.556414,2022-10-15 07:22:06.632603,0 days 02:24:59.076189
2022-10-15 16:04:07.507326,2022-10-17 04:34:06.749298,1 days 12:29:59.241972
2022-10-17 04:56:06.799524,2022-10-17 06:19:07.414808,0 days 01:23:00.615284
2022-10-17 06:20:09.276413,2022-10-18 04:33:07.535792,0 days 22:12:58.259379
2022-10-18 04:55:07.876237,2022-10-18 07:04:06.778542,0 days 02:08:58.902305
2022-10-18 07:05:07.761070,2022-10-19 04:33:06.306927,0 days 21:27:58.545857
2022-10-19 04:53:07.544179,2022-10-19 06:41:06.696148,0 days 01:47:59.151969
2022-10-19 06:42:06.530310,2022-10-20 04:33:07.800237,0 days 21:51:01.269927
2022-10-20 04:43:06.472388,2022-10-20 07:41:07.396023,0 days 02:58:00.923635
2022-10-20 07:42:07.281969,2022-10-21 04:33:07.744339,0 days 20:51:00.462370
2022-10-21 04:42:07.407839,2022-10-21 07:05:07.908237,0 days 02:23:00.500398
2022-10-21 07:06:06.720341,2022-10-21 08:15:07.388698,0 days 01:09:00.668357
2022-10-21 08:16:07.329867,2022-10-21 10:42:06.470336,0 days 02:25:59.140469
2022-10-21 11:36:07.970590,2022-10-22 04:33:07.123160,0 days 16:56:59.152570
2022-10-22 04:50:06.323129,2022-10-22 10:27:08.005505,0 days 05:37:01.682376
2022-10-22 10:47:06.570007,2022-10-22 14:24:06.597723,0 days 03:37:00.027716
2022-10-22 14:39:09.468364,2022-10-22 16:03:06.659823,0 days 01:23:57.191459
2022-10-22 16:04:06.228461,2022-10-24 04:33:06.705990,1 days 12:29:00.477529
2022-10-24 04:52:07.379081,2022-10-24 07:27:07.154551,0 days 02:34:59.775470
2022-10-24 07:28:07.071962,2022-10-25 04:33:06.335109,0 days 21:04:59.263147
2022-10-25 06:19:07.084981,2022-10-28 07:45:07.606066,3 days 01:26:00.521085
2022-10-28 08:14:06.987230,2022-10-28 11:18:07.120267,0 days 03:04:00.133037
2022-10-28 11:19:07.838140,2022-10-28 19:03:08.250720,0 days 07:44:00.412580
2022-10-28 19:04:07.469617,2022-10-29 04:33:07.553996,0 days 09:29:00.084379
2022-10-29 05:01:06.506538,2022-10-29 07:22:07.233086,0 days 02:21:00.726548
2022-10-29 16:04:08.673672,2022-10-31 05:33:07.040172,1 days 13:28:58.366500
2022-10-31 05:44:08.857447,2022-10-31 10:30:06.292198,0 days 04:45:57.434751
2022-10-31 20:03:07.124162,2022-11-01 05:32:07.362787,0 days 09:29:00.238625
2022-11-01 05:49:08.536543,2022-11-01 08:58:06.803766,0 days 03:08:58.267223
2022-11-01 20:03:06.732907,2022-11-02 05:33:06.975898,0 days 09:30:00.242991
2022-11-02 08:10:07.794349,2022-11-03 05:32:07.921973,0 days 21:22:00.127624
2022-11-03 05:55:07.614319,2022-11-03 07:11:06.940061,0 days 01:15:59.325742
2022-11-03 07:12:07.530411,2022-11-04 05:32:06.564086,0 days 22:19:59.033675
2022-11-04 05:45:06.303212,2022-11-04 08:13:06.960203,0 days 02:28:00.656991
2022-11-04 08:57:07.020978,2022-11-04 13:19:07.463734,0 days 04:22:00.442756
2022-11-04 13:20:07.225252,2022-11-05 05:32:07.107787,0 days 16:11:59.882535
2022-11-05 05:41:09.306930,2022-11-05 17:02:08.192969,0 days 11:20:58.886039
2022-11-05 17:03:06.988529,2022-11-07 05:32:10.028468,1 days 12:29:03.039939
2022-11-07 05:41:09.566278,2022-11-07 09:29:06.773886,0 days 03:47:57.207608
2022-11-07 10:18:06.397108,2022-11-07 13:37:06.300508,0 days 03:18:59.903400
2022-11-07 13:38:08.589211,2022-11-07 20:02:06.659214,0 days 06:23:58.070003
2022-11-07 20:03:07.119298,2022-11-08 05:32:07.887953,0 days 09:29:00.768655
2022-11-08 05:41:06.690785,2022-11-08 12:02:07.173844,0 days 06:21:00.483059
2022-11-08 12:11:06.732004,2022-11-08 14:06:06.662961,0 days 01:54:59.930957
2022-11-08 16:13:06.727721,2022-11-09 05:32:06.980076,0 days 13:19:00.252355
2022-11-09 07:11:06.525830,2022-11-09 08:39:07.414290,0 days 01:28:00.888460
2022-11-09 09:23:07.963651,2022-11-09 12:42:07.075723,0 days 03:18:59.112072
2022-11-09 12:43:06.854992,2022-11-10 01:07:08.508562,0 days 12:24:01.653570
2022-11-10 09:41:10.961008,2022-11-10 15:27:07.828561,0 days 05:45:56.867553
2022-11-10 15:28:06.747349,2022-11-11 05:32:07.330771,0 days 14:04:00.583422
2022-11-11 05:41:08.337353,2022-11-11 16:36:07.188725,0 days 10:54:58.851372
2022-11-11 16:37:06.974081,2022-11-12 05:32:06.722059,0 days 12:54:59.747978
2022-11-12 05:41:07.593460,2022-11-12 17:02:07.447935,0 days 11:20:59.854475
2022-11-12 17:03:07.179694,2022-11-14 05:32:07.323098,1 days 12:29:00.143404
2022-11-14 05:41:08.418486,2022-11-14 20:02:07.083397,0 days 14:20:58.664911
2022-11-14 20:03:07.137300,2022-11-15 05:32:06.676823,0 days 09:28:59.539523
2022-11-15 09:42:07.937144,2022-11-15 12:45:07.553810,0 days 03:02:59.616666
2022-11-15 20:02:06.430680,2022-11-16 05:32:08.167254,0 days 09:30:01.736574
2022-11-16 06:54:07.422684,2022-11-16 19:14:08.103327,0 days 12:20:00.680643
2022-11-16 19:15:07.224075,2022-11-17 05:32:06.712953,0 days 10:16:59.488878
2022-11-17 07:55:07.003372,2022-11-17 09:46:08.030897,0 days 01:51:01.027525
2022-11-17 09:47:06.885291,2022-11-17 17:11:06.338044,0 days 07:23:59.452753
2022-11-17 17:12:07.243691,2022-11-18 08:58:06.932942,0 days 15:45:59.689251
2022-11-18 09:02:07.278410,2022-11-18 10:45:07.197736,0 days 01:42:59.919326
2022-11-18 10:49:07.064181,2022-11-18 12:53:06.514174,0 days 02:03:59.449993
2022-11-18 19:55:07.029196,2022-11-19 05:30:07.095478,0 days 09:35:00.066282
2022-11-19 14:56:07.263245,2022-11-19 17:00:06.850015,0 days 02:03:59.586770
2022-11-19 17:01:07.198960,2022-11-21 05:30:07.087477,1 days 12:28:59.888517
2022-11-21 05:45:07.064975,2022-11-21 07:15:08.752976,0 days 01:30:01.688001
2022-11-21 07:21:07.155322,2022-11-21 08:34:08.231730,0 days 01:13:01.076408
2022-11-21 08:48:06.769316,2022-11-21 16:31:07.267541,0 days 07:43:00.498225
2022-11-21 16:32:07.287901,2022-11-22 05:30:07.104880,0 days 12:57:59.816979
2022-11-22 09:38:06.705035,2022-11-22 14:53:06.366734,0 days 05:14:59.661699
2022-11-22 14:54:07.066282,2022-11-23 05:30:07.157003,0 days 14:36:00.090721
2022-11-23 15:10:07.227692,2022-11-24 05:31:06.372975,0 days 14:20:59.145283
2022-11-24 15:54:06.342061,2022-11-25 05:31:06.402839,0 days 13:37:00.060778
2022-11-25 15:47:06.729250,2022-11-26 05:30:33.443074,0 days 13:43:26.713824
2022-11-26 05:31:06.677017,2022-11-26 06:33:07.126121,0 days 01:02:00.449104
2022-11-26 17:00:06.752039,2022-11-28 05:30:07.177136,1 days 12:30:00.425097
2022-11-28 08:19:07.196352,2022-11-28 14:53:06.376198,0 days 06:33:59.179846
2022-11-28 14:54:07.065775,2022-11-29 05:30:06.286950,0 days 14:35:59.221175
2022-11-29 16:21:07.224066,2022-11-30 05:31:07.207444,0 days 13:09:59.983378
2022-11-30 15:09:07.140618,2022-12-01 05:31:07.195802,0 days 14:22:00.055184
2022-12-01 05:32:06.744353,2022-12-01 06:41:07.183180,0 days 01:09:00.438827
2022-12-01 07:54:07.058425,2022-12-01 14:40:06.556834,0 days 06:45:59.498409
2022-12-01 14:41:07.128874,2022-12-02 05:31:07.117993,0 days 14:49:59.989119
2022-12-02 15:11:06.756581,2022-12-03 05:30:06.872407,0 days 14:19:00.115826
2022-12-03 16:58:06.406622,2022-12-05 05:30:06.670757,1 days 12:32:00.264135
2022-12-05 09:40:06.587395,2022-12-05 13:13:06.743874,0 days 03:33:00.156479
2022-12-05 13:14:06.261144,2022-12-06 05:30:06.917689,0 days 16:16:00.656545
2022-12-06 14:09:06.337088,2022-12-07 05:31:07.171760,0 days 15:22:00.834672
2022-12-07 14:15:06.806343,2022-12-08 05:31:06.724274,0 days 15:15:59.917931
2022-12-08 15:03:06.738396,2022-12-09 05:32:07.007698,0 days 14:29:00.269302
2022-12-09 13:20:06.490757,2022-12-10 05:30:06.316664,0 days 16:09:59.825907
2022-12-10 17:01:06.435410,2022-12-12 05:30:06.570374,1 days 12:29:00.134964
2022-12-12 07:22:06.923233,2022-12-12 09:32:07.035916,0 days 02:10:00.112683
2022-12-12 09:33:06.743811,2022-12-12 11:21:07.297068,0 days 01:48:00.553257
2022-12-12 15:45:06.480240,2022-12-13 05:31:06.221300,0 days 13:45:59.741060
2022-12-13 15:07:06.510629,2022-12-14 05:31:06.608456,0 days 14:24:00.097827
2022-12-14 15:36:06.856681,2022-12-15 05:31:06.893329,0 days 13:55:00.036648
2022-12-15 09:45:06.701446,2022-12-16 05:31:07.273966,0 days 19:46:00.572520
2022-12-16 15:11:07.784067,2022-12-17 05:31:06.660931,0 days 14:19:58.876864
2022-12-17 05:32:06.955945,2022-12-17 08:05:06.837063,0 days 02:32:59.881118
2022-12-17 16:59:07.143049,2022-12-19 05:31:06.794298,1 days 12:31:59.651249
2022-12-19 15:50:06.781028,2022-12-20 05:31:06.428701,0 days 13:40:59.647673
2022-12-20 15:08:06.913365,2022-12-21 05:31:07.077470,0 days 14:23:00.164105
2022-12-21 15:38:06.824140,2022-12-22 07:35:06.588025,0 days 15:56:59.763885
2022-12-22 07:36:07.096019,2022-12-22 13:27:06.913722,0 days 05:50:59.817703
2022-12-22 14:08:06.661580,2022-12-23 05:31:06.394991,0 days 15:22:59.733411
2022-12-23 07:25:07.225429,2022-12-24 05:31:07.772930,0 days 22:06:00.547501
2022-12-24 06:40:07.098065,2022-12-24 07:41:06.817997,0 days 01:00:59.719932
2022-12-24 16:55:06.954553,2022-12-26 05:31:06.391058,1 days 12:35:59.436505
2022-12-26 19:54:06.817651,2022-12-27 05:31:06.601374,0 days 09:36:59.783723
2022-12-27 19:52:07.182148,2022-12-28 05:31:06.938692,0 days 09:38:59.756544
2022-12-28 19:57:06.444416,2022-12-29 05:31:07.073291,0 days 09:34:00.628875
2022-12-29 17:36:06.939986,2022-12-30 05:31:06.605893,0 days 11:54:59.665907
2022-12-30 19:46:07.065293,2022-12-31 05:31:06.594724,0 days 09:44:59.529431
2022-12-31 06:29:06.613013,2022-12-31 07:41:06.731455,0 days 01:12:00.118442
2022-12-31 08:27:06.994406,2022-12-31 14:58:06.406784,0 days 06:30:59.412378
2022-12-31 14:59:06.967412,2022-12-31 16:52:07.201020,0 days 01:53:00.233608
2022-12-31 16:53:06.802787,2022-12-31 23:59:06.605668,0 days 07:05:59.802881
2022-01-01 00:00:07.623446,2022-01-01 05:44:06.978374,0 days 05:43:59.354928
2022-01-01 17:10:07.846273,2022-01-03 05:44:07.215630,1 days 12:33:59.369357
2022-01-03 08:58:07.491886,2022-01-04 05:44:06.643700,0 days 20:45:59.151814
2022-01-04 12:00:07.666186,2022-01-05 05:44:06.606657,0 days 17:43:58.940471
2022-01-05 07:11:06.853229,2022-01-05 20:07:07.866190,0 days 12:56:01.012961
2022-01-05 20:10:08.118889,2022-01-06 05:44:07.409307,0 days 09:33:59.290418
2022-01-06 05:45:06.865316,2022-01-06 06:48:07.270730,0 days 01:03:00.405414
2022-01-06 20:10:07.607744,2022-01-07 05:44:07.263742,0 days 09:33:59.655998
2022-01-07 20:14:08.027218,2022-01-08 05:44:07.175624,0 days 09:29:59.148406
2022-01-08 17:08:07.838957,2022-01-10 05:44:06.733897,1 days 12:35:58.894940
2022-01-10 20:13:08.050953,2022-01-11 05:44:06.453112,0 days 09:30:58.402159
2022-01-11 20:15:07.868900,2022-01-12 05:44:06.474202,0 days 09:28:58.605302
2022-01-12 20:14:07.539823,2022-01-13 05:44:06.418469,0 days 09:29:58.878646
2022-01-13 06:00:07.582172,2022-01-13 07:38:07.368199,0 days 01:37:59.786027
2022-01-13 20:14:07.786460,2022-01-14 05:44:06.385912,0 days 09:29:58.599452
2022-01-14 20:12:07.643423,2022-01-15 05:44:06.622828,0 days 09:31:58.979405
2022-01-15 17:07:08.342652,2022-01-17 05:44:07.178478,1 days 12:36:58.835826
2022-01-17 20:15:08.029543,2022-01-18 05:44:07.302320,0 days 09:28:59.272777
2022-01-18 20:15:07.535262,2022-01-19 05:44:06.259078,0 days 09:28:58.723816
2022-01-19 20:11:08.108738,2022-01-20 05:44:07.092515,0 days 09:32:58.983777
2022-01-20 20:14:07.311493,2022-01-21 05:44:06.299982,0 days 09:29:58.988489
2022-01-21 20:16:06.796432,2022-01-22 05:44:06.240718,0 days 09:27:59.444286
2022-01-22 17:15:06.823620,2022-01-24 05:44:06.459294,1 days 12:28:59.635674
2022-01-24 20:13:07.514732,2022-01-25 05:44:07.142764,0 days 09:30:59.628032
2022-01-25 20:14:07.869973,2022-01-26 05:44:07.093258,0 days 09:29:59.223285
2022-01-26 19:59:07.895602,2022-01-27 05:44:07.082287,0 days 09:44:59.186685
2022-01-27 20:13:07.520374,2022-01-28 05:44:06.749964,0 days 09:30:59.229590
2022-01-28 20:15:08.110009,2022-01-29 05:44:06.261156,0 days 09:28:58.151147
2022-01-29 17:15:08.091738,2022-01-31 05:44:07.191328,1 days 12:28:59.099590
2022-01-31 13:13:08.074969,2022-02-01 05:44:07.079358,0 days 16:30:59.004389
2022-02-01 20:16:06.793426,2022-02-02 05:44:06.619738,0 days 09:27:59.826312
2022-02-02 20:15:07.409984,2022-02-03 05:44:06.693337,0 days 09:28:59.283353
2022-02-03 20:07:08.286693,2022-02-04 05:44:07.138671,0 days 09:36:58.851978
2022-02-04 20:16:06.545213,2022-02-05 05:44:06.401073,0 days 09:27:59.855860
2022-02-05 17:04:07.754653,2022-02-07 05:44:06.520057,1 days 12:39:58.765404
2022-02-07 08:59:07.962115,2022-02-08 05:44:07.067086,0 days 20:44:59.104971
2022-02-08 20:06:07.779006,2022-02-09 05:45:06.563880,0 days 09:38:58.784874
2022-02-09 11:46:07.443822,2022-02-10 05:44:06.424189,0 days 17:57:58.980367
2022-02-10 19:59:07.957521,2022-02-11 05:44:06.751678,0 days 09:44:58.794157
2022-02-11 20:04:07.550768,2022-02-12 05:44:06.893987,0 days 09:39:59.343219
2022-02-12 17:07:07.748716,2022-02-14 05:44:07.038163,1 days 12:36:59.289447
2022-02-14 20:13:07.744509,2022-02-15 05:45:06.615489,0 days 09:31:58.870980
2022-02-15 09:01:07.748538,2022-02-16 05:45:06.592309,0 days 20:43:58.843771
2022-02-16 08:30:07.588197,2022-02-17 05:45:06.558227,0 days 21:14:58.970030
2022-02-17 08:37:08.149473,2022-02-17 17:40:07.702608,0 days 09:02:59.553135
2022-02-17 20:14:07.440616,2022-02-18 05:44:06.678217,0 days 09:29:59.237601
2022-02-18 09:19:08.338246,2022-02-19 05:44:06.822036,0 days 20:24:58.483790
2022-02-19 17:14:07.719988,2022-02-21 05:45:06.979983,1 days 12:30:59.259995
2022-02-21 20:04:07.620057,2022-02-22 05:45:06.653321,0 days 09:40:59.033264
2022-02-22 08:59:08.023670,2022-02-23 05:45:07.010389,0 days 20:45:58.986719
2022-02-23 09:01:07.664450,2022-02-24 05:45:06.773771,0 days 20:43:59.109321
2022-02-24 09:38:08.342175,2022-02-25 05:45:06.638509,0 days 20:06:58.296334
2022-02-25 20:06:07.661912,2022-02-26 05:45:06.958929,0 days 09:38:59.297017
2022-02-26 16:39:08.103830,2022-02-28 05:45:06.228893,1 days 13:05:58.125063
2022-02-28 05:54:07.639476,2022-02-28 07:49:07.377421,0 days 01:54:59.737945
2022-02-28 20:11:07.885083,2022-03-01 05:45:06.937674,0 days 09:33:59.052591
2022-03-01 20:14:07.250040,2022-03-02 05:45:06.663837,0 days 09:30:59.413797
2022-03-02 20:13:08.145945,2022-03-03 05:45:06.954238,0 days 09:31:58.808293
2022-03-03 20:16:08.155629,2022-03-04 05:45:06.335647,0 days 09:28:58.180018
2022-03-04 20:14:08.084706,2022-03-05 05:44:06.952570,0 days 09:29:58.867864
2022-03-05 17:16:08.366335,2022-03-07 05:45:06.595940,1 days 12:28:58.229605
2022-03-07 20:13:07.585144,2022-03-08 05:45:07.038607,0 days 09:31:59.453463
2022-03-08 20:13:08.263099,2022-03-09 05:45:06.786139,0 days 09:31:58.523040
2022-03-09 20:12:08.080336,2022-03-10 05:45:07.375517,0 days 09:32:59.295181
2022-03-10 09:50:08.986184,2022-03-10 14:17:06.679199,0 days 04:26:57.693015
2022-03-10 20:15:07.729774,2022-03-11 05:45:06.999037,0 days 09:29:59.269263
2022-03-11 20:16:07.959950,2022-03-12 05:45:07.314216,0 days 09:28:59.354266
2022-03-12 17:10:07.976216,2022-03-14 05:45:06.763888,1 days 12:34:58.787672
2022-03-14 20:16:07.838271,2022-03-15 05:45:06.639573,0 days 09:28:58.801302
2022-03-15 08:01:07.886194,2022-03-16 05:45:07.119833,0 days 21:43:59.233639
2022-03-16 08:19:08.556551,2022-03-17 05:45:07.162040,0 days 21:25:58.605489
2022-03-17 07:00:07.253979,2022-03-17 08:39:07.896855,0 days 01:39:00.642876
2022-03-17 08:42:08.815394,2022-03-18 05:45:06.871092,0 days 21:02:58.055698
2022-03-18 07:33:13.649047,2022-03-18 12:24:08.342088,0 days 04:50:54.693041
2022-03-18 20:13:07.778892,2022-03-19 05:45:07.188122,0 days 09:31:59.409230
2022-03-19 09:17:07.832394,2022-03-21 05:45:06.690327,1 days 20:27:58.857933
2022-03-21 20:14:07.536430,2022-03-22 05:45:06.487709,0 days 09:30:58.951279
2022-03-22 05:46:06.882960,2022-03-22 07:02:07.610519,0 days 01:16:00.727559
2022-03-22 20:16:06.314600,2022-03-23 05:45:06.965244,0 days 09:29:00.650644
2022-03-23 08:24:06.589593,2022-03-24 05:45:07.094464,0 days 21:21:00.504871
2022-03-24 07:37:07.023566,2022-03-25 05:45:07.154650,0 days 22:08:00.131084
2022-03-25 06:32:07.003340,2022-03-26 05:45:06.910518,0 days 23:12:59.907178
2022-03-26 06:16:06.581875,2022-04-04 04:45:07.183880,8 days 22:29:00.602005
2022-04-04 07:12:07.110797,2022-04-04 17:50:06.350468,0 days 10:37:59.239671
2022-04-04 19:15:06.240417,2022-04-05 04:46:06.765678,0 days 09:31:00.525261
2022-04-05 07:49:07.729067,2022-04-06 04:46:06.387567,0 days 20:56:58.658500
2022-04-06 06:20:06.995478,2022-04-11 04:45:06.597874,4 days 22:24:59.602396
2022-04-11 06:15:07.199314,2022-04-12 04:45:06.557819,0 days 22:29:59.358505
2022-04-12 06:34:06.993815,2022-04-18 04:45:06.999701,5 days 22:11:00.005886
2022-04-18 19:16:06.358047,2022-04-19 04:45:06.475954,0 days 09:29:00.117907
2022-04-19 06:32:07.027428,2022-04-20 04:45:06.853123,0 days 22:12:59.825695
2022-04-20 07:03:06.728758,2022-04-21 04:45:06.472913,0 days 21:41:59.744155
2022-04-21 06:19:06.458107,2022-04-22 04:44:07.178257,0 days 22:25:00.720150
2022-04-22 06:12:06.653521,2022-04-23 04:44:06.306609,0 days 22:31:59.653088
2022-04-23 04:48:06.704862,2022-04-28 07:36:07.059142,5 days 02:48:00.354280
2022-04-28 08:05:07.114049,2022-06-27 12:00:06.664815,60 days 03:54:59.550766
2022-06-27 12:04:06.998681,2022-06-28 10:22:06.677991,0 days 22:17:59.679310
2022-06-28 11:08:06.397879,2022-06-29 07:23:06.367437,0 days 20:14:59.969558
2022-06-29 07:32:06.633112,2022-06-29 10:43:06.439398,0 days 03:10:59.806286
2022-06-29 16:21:06.615733,2022-06-30 04:40:06.524063,0 days 12:18:59.908330
2022-06-30 07:51:06.514762,2022-06-30 09:25:06.851645,0 days 01:34:00.336883
2022-06-30 10:48:06.944728,2022-06-30 12:28:06.281915,0 days 01:39:59.337187
2022-06-30 12:29:06.874311,2022-07-01 06:59:06.324453,0 days 18:29:59.450142
2022-07-01 07:00:06.874885,2022-07-01 08:38:07.312242,0 days 01:38:00.437357
2022-07-01 16:17:07.112659,2022-07-02 06:10:06.779084,0 days 13:52:59.666425
2022-07-02 07:27:06.524675,2022-07-02 08:32:06.359718,0 days 01:04:59.835043
2022-07-02 12:50:44.870726,2022-07-04 04:40:06.453700,1 days 15:49:21.582974
2022-07-04 06:12:07.099684,2022-07-05 08:21:06.379033,1 days 02:08:59.279349
2022-07-05 09:59:06.726162,2022-07-05 12:00:06.719274,0 days 02:00:59.993112
2022-07-05 12:01:06.391789,2022-09-27 13:00:07.444953,84 days 00:59:01.053164
2022-09-27 13:13:07.244331,2022-09-27 19:05:06.673374,0 days 05:51:59.429043
2022-09-27 19:06:07.278154,2022-09-28 04:35:08.118623,0 days 09:29:00.840469
2022-09-28 04:44:07.033317,2022-09-28 07:40:08.862736,0 days 02:56:01.829419
2022-09-28 07:41:08.011000,2022-11-04 10:19:06.826406,37 days 02:37:58.815406
2022-11-04 11:41:06.590367,2022-11-05 05:32:07.107787,0 days 17:51:00.517420
2022-11-05 06:31:08.690802,2022-11-05 08:32:07.027950,0 days 02:00:58.337148
2022-11-05 08:46:08.469443,2022-11-05 10:23:06.286774,0 days 01:36:57.817331
2022-11-05 15:14:06.706984,2022-11-05 16:41:06.823220,0 days 01:27:00.116236
2022-11-05 16:55:07.749809,2022-11-07 05:32:10.028468,1 days 12:37:02.278659
2022-11-07 05:52:09.711337,2022-11-07 09:15:06.342396,0 days 03:22:56.631059
2022-11-07 09:16:07.247587,2022-11-21 05:30:07.087477,13 days 20:13:59.839890
2022-11-21 05:33:06.707011,2022-11-21 08:23:07.743349,0 days 02:50:01.036338
2022-11-21 20:01:08.559614,2022-11-22 05:30:07.104880,0 days 09:28:58.545266
2022-11-22 20:01:07.106598,2022-11-23 05:30:07.157003,0 days 09:29:00.050405
2022-11-23 20:01:06.722659,2022-11-24 05:31:06.372975,0 days 09:29:59.650316
2022-11-24 20:02:06.414601,2022-11-25 05:31:06.402839,0 days 09:28:59.988238
2022-11-25 19:59:06.442074,2022-11-26 05:30:33.443074,0 days 09:31:27.001000
2022-11-26 06:08:06.701382,2022-11-26 07:44:06.989144,0 days 01:36:00.287762
2022-11-26 14:59:06.171867,2022-11-26 17:00:06.752039,0 days 02:01:00.580172
2022-11-26 17:01:06.288892,2022-11-28 05:30:07.177136,1 days 12:29:00.888244
2022-11-28 07:44:07.085612,2022-11-28 09:15:06.972178,0 days 01:30:59.886566
2022-11-28 19:56:06.993794,2022-11-29 05:30:06.286950,0 days 09:33:59.293156
2022-11-29 08:40:07.162875,2022-11-30 05:31:07.207444,0 days 20:51:00.044569
2022-11-30 19:56:06.491757,2022-12-01 05:31:07.195802,0 days 09:35:00.704045
2022-12-01 05:32:06.744353,2022-12-01 07:17:06.860598,0 days 01:45:00.116245
2022-12-01 20:00:06.801738,2022-12-02 05:31:07.117993,0 days 09:31:00.316255
