intersection_start,intersection_end,intersection_duration
2022-02-07 13:24:07.940609,2022-02-08 05:44:07.067086,0 days 16:19:59.126477
2022-02-08 13:16:08.122835,2022-02-09 05:45:06.563880,0 days 16:28:58.441045
2022-02-09 10:01:07.620278,2022-02-10 05:56:08.021698,0 days 19:55:00.401420
2022-02-10 13:16:07.998300,2022-02-11 05:44:06.751678,0 days 16:27:58.753378
2022-02-11 14:19:07.801963,2022-02-12 05:44:06.893987,0 days 15:24:59.092024
2022-02-12 17:15:08.609740,2022-02-14 05:44:07.038163,1 days 12:28:58.428423
2022-02-14 14:38:08.325473,2022-02-15 05:45:06.615489,0 days 15:06:58.290016
2022-02-15 07:57:07.775092,2022-02-15 10:16:08.298599,0 days 02:19:00.523507
2022-02-15 15:44:08.149102,2022-02-16 05:45:06.592309,0 days 14:00:58.443207
2022-02-16 07:14:07.666764,2022-02-16 08:38:08.290386,0 days 01:24:00.623622
2022-02-16 08:54:07.960294,2022-02-17 05:45:06.558227,0 days 20:50:58.597933
2022-02-17 12:10:08.837688,2022-02-18 05:44:06.678217,0 days 17:33:57.840529
2022-02-18 09:37:07.578714,2022-02-19 05:44:06.822036,0 days 20:06:59.243322
2022-02-19 05:45:06.684885,2022-02-19 08:12:07.924331,0 days 02:27:01.239446
2022-02-19 17:15:08.453387,2022-02-21 05:45:06.979983,1 days 12:29:58.526596
2022-02-21 20:16:07.542331,2022-02-22 05:45:06.653321,0 days 09:28:59.110990
2022-02-22 14:11:08.256930,2022-02-23 05:45:07.010389,0 days 15:33:58.753459
2022-02-23 20:12:07.291417,2022-02-24 05:45:06.773771,0 days 09:32:59.482354
2022-02-24 20:16:07.933435,2022-02-25 05:45:06.638509,0 days 09:28:58.705074
2022-02-25 20:11:07.591330,2022-02-26 05:44:06.478351,0 days 09:32:58.887021
2022-02-26 17:15:07.620630,2022-02-28 05:45:06.228893,1 days 12:29:58.608263
2022-02-28 05:54:07.639476,2022-02-28 07:18:07.101886,0 days 01:23:59.462410
2022-02-28 20:16:07.845286,2022-03-01 05:45:06.937674,0 days 09:28:59.092388
2022-03-01 14:57:07.968250,2022-03-02 05:45:06.663837,0 days 14:47:58.695587
2022-03-02 14:43:07.183480,2022-03-03 05:45:06.954238,0 days 15:01:59.770758
2022-03-03 09:41:08.334188,2022-03-04 05:45:06.335647,0 days 20:03:58.001459
2022-03-04 09:12:07.403225,2022-03-05 05:45:06.381607,0 days 20:32:58.978382
2022-03-05 17:16:08.366335,2022-03-07 05:45:06.595940,1 days 12:28:58.229605
2022-03-07 14:49:07.383338,2022-03-08 05:45:07.038607,0 days 14:55:59.655269
2022-03-08 12:23:07.405624,2022-03-09 05:45:06.786139,0 days 17:21:59.380515
2022-03-09 14:45:07.456620,2022-03-10 05:45:07.375517,0 days 14:59:59.918897
2022-03-10 10:12:08.085731,2022-03-10 11:41:08.792502,0 days 01:29:00.706771
2022-03-10 13:49:07.379041,2022-03-11 05:45:06.999037,0 days 15:55:59.619996
2022-03-11 14:15:07.853782,2022-03-12 05:45:07.314216,0 days 15:29:59.460434
2022-03-12 05:54:08.135333,2022-03-12 14:36:07.934203,0 days 08:41:59.798870
2022-03-12 17:16:07.880531,2022-03-14 05:45:06.763888,1 days 12:28:58.883357
2022-03-14 10:05:08.330098,2022-03-14 12:42:08.496161,0 days 02:37:00.166063
2022-03-14 14:46:07.952210,2022-03-15 05:45:06.639573,0 days 14:58:58.687363
2022-03-15 07:13:08.745197,2022-03-15 08:51:08.570439,0 days 01:37:59.825242
2022-03-15 15:50:08.053365,2022-03-16 05:45:07.119833,0 days 13:54:59.066468
2022-03-16 08:20:08.684092,2022-03-16 11:57:07.801933,0 days 03:36:59.117841
2022-03-16 14:35:08.264779,2022-03-17 05:45:07.162040,0 days 15:09:58.897261
2022-03-17 05:54:08.202382,2022-03-17 07:27:07.779565,0 days 01:32:59.577183
2022-03-17 07:28:07.665795,2022-03-17 08:34:07.865610,0 days 01:06:00.199815
2022-03-17 09:21:08.075626,2022-03-18 05:45:06.871092,0 days 20:23:58.795466
2022-03-18 07:15:07.387589,2022-03-18 08:52:07.849657,0 days 01:37:00.462068
2022-03-18 09:48:08.629904,2022-03-18 13:14:08.488988,0 days 03:25:59.859084
2022-03-18 14:13:08.318133,2022-03-19 05:45:07.188122,0 days 15:31:58.869989
2022-03-19 17:16:08.553958,2022-03-21 05:45:06.690327,1 days 12:28:58.136369
2022-03-21 13:05:08.391800,2022-03-22 05:45:06.487709,0 days 16:39:58.095909
2022-03-22 05:54:07.643407,2022-03-22 07:03:08.419892,0 days 01:09:00.776485
2022-03-22 08:27:07.610204,2022-03-22 10:26:06.709455,0 days 01:58:59.099251
2022-03-22 14:13:06.817835,2022-03-23 05:45:06.965244,0 days 15:32:00.147409
2022-03-23 05:54:06.965098,2022-03-23 20:15:06.295410,0 days 14:20:59.330312
2022-03-23 20:16:06.722083,2022-03-24 05:45:07.094464,0 days 09:29:00.372381
2022-03-24 05:55:06.579090,2022-03-24 14:35:06.353857,0 days 08:39:59.774767
2022-03-24 14:36:06.834287,2022-03-25 05:45:07.154650,0 days 15:09:00.320363
2022-03-25 05:56:06.406787,2022-03-25 07:11:06.455514,0 days 01:15:00.048727
2022-03-25 07:12:06.857431,2022-03-26 05:45:06.910518,0 days 22:33:00.053087
2022-03-26 05:56:06.973523,2022-03-26 17:15:06.747750,0 days 11:18:59.774227
2022-03-26 17:16:06.285530,2022-03-28 04:45:06.366816,1 days 11:29:00.081286
2022-03-28 04:59:06.963755,2022-03-28 06:10:07.004627,0 days 01:11:00.040872
2022-03-28 06:11:06.536305,2022-03-29 04:45:06.222568,0 days 22:33:59.686263
2022-03-29 06:11:07.270679,2022-03-30 04:45:06.451175,0 days 22:33:59.180496
2022-03-30 06:05:06.691825,2022-03-31 04:45:06.345579,0 days 22:39:59.653754
2022-03-31 06:16:07.214340,2022-04-01 04:45:06.605557,0 days 22:28:59.391217
2022-04-01 06:13:06.969488,2022-04-02 04:45:06.961247,0 days 22:31:59.991759
2022-04-02 16:13:07.158715,2022-04-04 04:45:07.183880,1 days 12:32:00.025165
2022-04-04 06:16:06.284397,2022-04-05 04:46:06.765678,0 days 22:30:00.481281
2022-04-05 06:16:06.833097,2022-04-06 04:46:06.387567,0 days 22:29:59.554470
2022-04-06 07:32:07.035474,2022-04-07 04:45:07.167466,0 days 21:13:00.131992
2022-04-07 06:10:06.905493,2022-04-08 04:45:07.019417,0 days 22:35:00.113924
2022-04-08 04:57:06.898202,2022-04-08 06:08:07.086535,0 days 01:11:00.188333
2022-04-08 06:09:06.643986,2022-04-09 04:45:06.508534,0 days 22:35:59.864548
2022-04-09 05:04:06.601295,2022-04-09 08:33:07.170310,0 days 03:29:00.569015
2022-04-09 08:46:06.818451,2022-04-09 11:09:07.185105,0 days 02:23:00.366654
2022-04-09 16:16:06.518540,2022-04-11 04:45:06.597874,1 days 12:29:00.079334
2022-04-11 04:54:06.444652,2022-04-11 06:16:06.901573,0 days 01:22:00.456921
2022-04-11 06:17:06.464691,2022-04-12 04:45:06.557819,0 days 22:28:00.093128
2022-04-12 06:02:06.957285,2022-04-13 04:45:06.670352,0 days 22:42:59.713067
2022-04-13 06:14:06.593365,2022-04-14 04:45:06.460620,0 days 22:30:59.867255
2022-04-14 04:55:07.002913,2022-04-14 09:47:06.294817,0 days 04:51:59.291904
2022-04-14 09:48:07.007415,2022-04-18 04:45:06.999701,3 days 18:56:59.992286
2022-04-18 19:07:06.708002,2022-04-19 04:45:06.475954,0 days 09:37:59.767952
2022-04-19 06:11:06.203644,2022-04-20 04:45:06.853123,0 days 22:34:00.649479
2022-04-20 07:07:07.044990,2022-04-21 04:45:06.472913,0 days 21:37:59.427923
2022-04-21 06:21:06.823688,2022-04-22 04:44:07.178257,0 days 22:23:00.354569
2022-04-22 09:06:06.746991,2022-04-22 12:30:06.290007,0 days 03:23:59.543016
2022-04-22 13:12:06.725203,2022-04-23 04:53:07.349863,0 days 15:41:00.624660
2022-04-23 04:56:07.233665,2022-04-28 07:33:06.302357,5 days 02:36:59.068692
2022-04-28 07:36:07.059142,2022-05-16 10:56:07.187103,18 days 03:20:00.127961
2022-05-16 11:05:06.631910,2022-05-16 14:04:06.529830,0 days 02:58:59.897920
2022-05-16 14:05:07.232781,2022-05-17 08:02:06.646207,0 days 17:56:59.413426
2022-05-17 08:19:06.740578,2022-05-17 10:59:06.823603,0 days 02:40:00.083025
2022-05-17 12:00:06.521949,2022-05-17 14:23:06.598849,0 days 02:23:00.076900
2022-05-17 15:06:07.208619,2022-05-18 06:14:06.454210,0 days 15:07:59.245591
2022-05-18 07:33:06.589978,2022-05-18 12:26:06.939873,0 days 04:53:00.349895
2022-05-18 12:27:06.705439,2022-05-19 07:00:07.163805,0 days 18:33:00.458366
2022-05-19 07:56:06.851234,2022-05-19 10:58:06.959934,0 days 03:02:00.108700
2022-05-19 12:53:07.101668,2022-05-20 06:15:06.466701,0 days 17:21:59.365033
2022-05-20 07:42:06.536391,2022-05-20 10:21:07.109333,0 days 02:39:00.572942
2022-05-20 11:43:07.436665,2022-05-20 13:47:06.997991,0 days 02:03:59.561326
2022-05-20 13:48:06.597013,2022-05-24 10:42:07.157290,3 days 20:54:00.560277
2022-05-24 14:55:07.067842,2022-05-25 09:55:06.815670,0 days 18:59:59.747828
2022-05-25 11:59:07.136235,2022-05-25 13:50:07.185176,0 days 01:51:00.048941
2022-05-25 13:51:06.865029,2022-05-26 06:31:06.581234,0 days 16:39:59.716205
2022-05-26 06:32:07.285974,2022-05-26 08:00:06.769906,0 days 01:27:59.483932
2022-05-26 08:57:07.178366,2022-05-26 10:24:07.292567,0 days 01:27:00.114201
2022-05-26 10:25:06.889918,2022-05-26 13:42:06.928813,0 days 03:17:00.038895
2022-05-26 13:43:06.782763,2022-05-27 08:25:06.946918,0 days 18:42:00.164155
2022-05-27 08:26:06.582589,2022-05-27 09:58:07.420617,0 days 01:32:00.838028
2022-05-27 10:13:06.921417,2022-05-27 13:57:06.751740,0 days 03:43:59.830323
2022-05-27 13:58:06.397511,2022-06-03 11:34:07.498228,6 days 21:36:01.100717
2022-06-03 12:11:07.160175,2022-06-06 06:15:06.480247,2 days 18:03:59.320072
2022-06-06 06:16:06.989297,2022-06-06 07:57:06.532717,0 days 01:40:59.543420
2022-06-06 07:58:07.112697,2022-06-06 13:46:06.420558,0 days 05:47:59.307861
2022-06-06 13:56:06.179871,2022-06-07 06:24:06.941525,0 days 16:28:00.761654
2022-06-07 06:25:06.573105,2022-06-07 13:44:06.750082,0 days 07:19:00.176977
2022-06-07 13:45:06.184508,2022-06-08 06:38:06.843170,0 days 16:53:00.658662
2022-06-08 06:39:06.513767,2022-06-08 08:06:07.138372,0 days 01:27:00.624605
2022-06-08 08:07:06.999369,2022-06-08 10:08:06.644234,0 days 02:00:59.644865
2022-06-08 10:12:06.788130,2022-06-10 06:17:06.633741,1 days 20:04:59.845611
2022-06-10 06:18:07.133675,2022-06-10 09:56:06.867340,0 days 03:37:59.733665
2022-06-10 09:57:06.388720,2022-06-13 08:30:06.705549,2 days 22:33:00.316829
2022-06-13 08:35:06.525295,2022-06-13 12:03:06.211832,0 days 03:27:59.686537
2022-06-13 12:04:06.702997,2022-06-13 14:02:06.782267,0 days 01:58:00.079270
2022-06-13 14:03:06.262005,2022-06-14 07:33:06.669216,0 days 17:30:00.407211
2022-06-14 07:34:07.185004,2022-06-14 13:52:06.692760,0 days 06:17:59.507756
2022-06-14 13:53:07.113479,2022-06-25 09:57:06.394891,10 days 20:03:59.281412
2022-06-25 10:04:06.272479,2022-06-25 12:41:06.832802,0 days 02:37:00.560323
2022-06-25 14:29:06.304045,2022-06-25 17:20:06.662378,0 days 02:51:00.358333
2022-06-25 17:37:06.209227,2022-06-25 21:57:06.791451,0 days 04:20:00.582224
2022-06-25 22:31:07.042137,2022-06-26 00:49:06.303733,0 days 02:17:59.261596
2022-06-26 00:50:06.913470,2022-06-26 05:58:06.904834,0 days 05:07:59.991364
2022-06-26 06:13:06.207796,2022-06-26 08:47:06.702970,0 days 02:34:00.495174
2022-06-26 08:58:06.710379,2022-06-27 05:17:07.152802,0 days 20:19:00.442423
2022-06-27 06:26:07.103043,2022-06-27 10:27:06.595687,0 days 04:00:59.492644
2022-06-27 10:28:07.170579,2022-06-27 13:01:06.929781,0 days 02:32:59.759202
2022-06-27 16:15:07.039793,2022-06-27 19:24:07.082819,0 days 03:09:00.043026
2022-06-27 19:45:06.552957,2022-06-28 04:52:06.919614,0 days 09:07:00.366657
2022-06-28 05:07:07.197925,2022-06-28 07:55:06.361146,0 days 02:47:59.163221
2022-06-28 07:56:06.829089,2022-06-28 13:54:06.476221,0 days 05:57:59.647132
2022-06-28 13:55:06.638626,2022-06-29 04:29:06.856815,0 days 14:34:00.218189
2022-06-29 06:35:06.955372,2022-06-29 13:50:07.423018,0 days 07:15:00.467646
2022-06-29 13:51:06.803205,2022-06-30 06:23:06.364271,0 days 16:31:59.561066
2022-06-30 06:24:06.876743,2022-06-30 12:14:07.026250,0 days 05:50:00.149507
2022-06-30 13:00:07.011040,2022-06-30 16:57:06.950954,0 days 03:56:59.939914
2022-06-30 17:32:06.339583,2022-06-30 19:03:06.719119,0 days 01:31:00.379536
2022-06-30 19:24:06.949374,2022-07-01 05:05:06.679613,0 days 09:40:59.730239
2022-07-01 06:14:06.411450,2022-07-01 12:03:06.975620,0 days 05:49:00.564170
2022-07-01 13:52:06.570011,2022-07-02 09:06:06.540447,0 days 19:13:59.970436
2022-07-02 15:17:06.607210,2022-07-02 17:08:06.335878,0 days 01:50:59.728668
2022-07-02 17:15:06.564063,2022-07-03 01:22:06.681624,0 days 08:07:00.117561
2022-07-03 02:06:06.758056,2022-07-03 05:31:06.721000,0 days 03:24:59.962944
2022-07-03 05:42:07.212048,2022-07-04 05:30:07.030879,0 days 23:47:59.818831
2022-07-04 07:03:06.993114,2022-07-04 08:32:06.592233,0 days 01:28:59.599119
2022-07-04 08:33:07.120227,2022-07-04 10:49:07.085256,0 days 02:15:59.965029
2022-07-04 10:50:06.835412,2022-07-04 12:19:07.045569,0 days 01:29:00.210157
2022-07-04 13:56:06.725604,2022-07-04 15:10:07.074859,0 days 01:14:00.349255
2022-07-04 15:54:06.978248,2022-07-04 18:33:06.928703,0 days 02:38:59.950455
2022-07-04 18:50:07.231528,2022-07-05 04:36:06.785854,0 days 09:45:59.554326
2022-07-05 06:11:06.764720,2022-07-05 10:16:07.047193,0 days 04:05:00.282473
2022-07-05 10:17:06.751481,2022-07-05 12:05:07.171091,0 days 01:48:00.419610
2022-07-05 12:16:06.791107,2022-07-05 13:26:07.152681,0 days 01:10:00.361574
2022-07-05 13:27:06.659728,2022-07-05 17:30:06.851521,0 days 04:03:00.191793
2022-07-05 18:08:06.548235,2022-07-06 09:28:07.232731,0 days 15:20:00.684496
2022-07-06 16:38:06.692888,2022-07-06 20:22:06.552764,0 days 03:43:59.859876
2022-07-06 20:23:07.120462,2022-07-11 06:09:07.040291,4 days 09:45:59.919829
2022-07-11 06:38:06.426937,2022-07-11 07:41:06.588626,0 days 01:03:00.161689
2022-07-11 07:42:07.273483,2022-07-11 09:54:07.037985,0 days 02:11:59.764502
2022-07-11 09:55:06.550238,2022-07-11 14:01:06.706214,0 days 04:06:00.155976
2022-07-11 14:02:06.268515,2022-07-12 05:58:06.699830,0 days 15:56:00.431315
2022-07-12 05:59:06.328804,2022-07-12 09:06:07.083966,0 days 03:07:00.755162
2022-07-12 09:07:06.756048,2022-07-12 10:30:06.824208,0 days 01:23:00.068160
2022-07-12 10:31:06.454934,2022-07-12 13:03:07.100261,0 days 02:32:00.645327
2022-07-12 13:04:06.726721,2022-07-13 10:58:06.756597,0 days 21:54:00.029876
2022-07-13 11:14:06.709010,2022-07-13 13:18:07.221748,0 days 02:04:00.512738
2022-07-13 13:22:06.901313,2022-07-14 06:43:06.950521,0 days 17:21:00.049208
2022-07-14 06:44:06.617365,2022-07-14 09:01:06.424070,0 days 02:16:59.806705
2022-07-14 09:02:07.053955,2022-07-14 12:24:06.457005,0 days 03:21:59.403050
2022-07-14 12:25:07.075902,2022-07-14 14:00:06.397726,0 days 01:34:59.321824
2022-07-14 14:01:07.040578,2022-07-15 06:30:07.170944,0 days 16:29:00.130366
2022-07-15 06:31:06.798603,2022-07-15 11:05:06.990804,0 days 04:34:00.192201
2022-07-15 12:21:07.070212,2022-07-15 13:49:06.424068,0 days 01:27:59.353856
2022-07-15 13:59:06.334484,2022-07-18 06:39:06.785959,2 days 16:40:00.451475
2022-07-18 06:40:06.479704,2022-07-18 14:22:07.426607,0 days 07:42:00.946903
2022-07-18 14:23:08.276384,2022-07-19 06:38:06.375132,0 days 16:14:58.098748
2022-07-19 06:39:06.627135,2022-07-19 08:47:06.382162,0 days 02:07:59.755027
2022-07-19 08:48:07.067267,2022-07-19 09:58:08.312122,0 days 01:10:01.244855
2022-07-19 09:59:07.016194,2022-07-19 13:01:06.542453,0 days 03:01:59.526259
2022-07-19 13:02:07.109408,2022-07-20 06:36:06.911027,0 days 17:33:59.801619
2022-07-20 06:54:07.235590,2022-07-20 08:26:07.560436,0 days 01:32:00.324846
2022-07-20 08:27:07.178790,2022-07-20 10:06:06.858352,0 days 01:38:59.679562
2022-07-20 14:04:07.434182,2022-07-21 06:26:06.580107,0 days 16:21:59.145925
2022-07-21 06:27:07.265164,2022-07-21 12:21:06.833827,0 days 05:53:59.568663
2022-07-21 13:56:06.891373,2022-07-22 06:31:07.832846,0 days 16:35:00.941473
2022-07-22 07:07:07.311951,2022-07-22 09:34:06.998522,0 days 02:26:59.686571
2022-07-22 09:35:06.784685,2022-07-22 10:37:07.166018,0 days 01:02:00.381333
2022-07-22 13:52:07.352220,2022-07-23 11:26:07.537676,0 days 21:34:00.185456
2022-07-23 12:49:06.391724,2022-07-23 14:43:07.724147,0 days 01:54:01.332423
2022-07-23 14:51:07.901229,2022-07-25 05:21:07.102362,1 days 14:29:59.201133
2022-07-25 05:22:08.015060,2022-07-25 06:31:06.880831,0 days 01:08:58.865771
2022-07-25 06:32:06.886721,2022-07-25 14:46:06.750334,0 days 08:13:59.863613
2022-07-25 16:29:06.404322,2022-07-25 18:24:07.188671,0 days 01:55:00.784349
2022-07-25 18:39:06.753124,2022-07-26 04:48:07.298618,0 days 10:09:00.545494
2022-07-26 09:36:08.523379,2022-07-26 13:44:07.316943,0 days 04:07:58.793564
2022-07-26 16:43:07.560459,2022-07-26 20:17:06.273224,0 days 03:33:58.712765
2022-07-26 20:18:07.258962,2022-07-27 08:01:06.684859,0 days 11:42:59.425897
2022-07-27 15:00:07.408086,2022-07-28 11:25:06.999818,0 days 20:24:59.591732
2022-07-28 15:15:07.438620,2022-07-28 16:20:08.437711,0 days 01:05:00.999091
2022-07-28 16:21:07.085475,2022-07-28 18:37:07.371981,0 days 02:16:00.286506
2022-07-28 18:38:07.179772,2022-07-29 11:24:08.675815,0 days 16:46:01.496043
2022-07-29 15:43:06.593074,2022-07-29 17:00:06.885710,0 days 01:17:00.292636
2022-07-29 17:45:06.408981,2022-08-01 12:20:06.957545,2 days 18:35:00.548564
2022-08-01 14:20:07.828703,2022-08-04 15:30:06.601067,3 days 01:09:58.772364
2022-08-04 16:43:07.178156,2022-08-04 19:00:06.708751,0 days 02:16:59.530595
2022-08-04 19:01:09.366832,2022-08-04 21:12:07.974233,0 days 02:10:58.607401
2022-08-04 21:13:07.126209,2022-08-04 23:26:06.626129,0 days 02:12:59.499920
2022-08-04 23:27:08.993432,2022-08-05 09:11:08.837227,0 days 09:43:59.843795
2022-08-05 09:12:12.513960,2022-08-05 11:02:06.955975,0 days 01:49:54.442015
2022-08-05 11:13:07.843772,2022-08-08 09:36:07.139458,2 days 22:22:59.295686
2022-08-08 12:05:06.646909,2022-08-08 15:51:08.549409,0 days 03:46:01.902500
2022-08-08 16:10:06.867613,2022-08-08 22:58:08.046989,0 days 06:48:01.179376
2022-08-08 22:59:07.848792,2022-08-09 01:00:08.456993,0 days 02:01:00.608201
2022-08-09 01:01:07.133588,2022-08-09 04:47:07.438641,0 days 03:46:00.305053
2022-08-09 04:48:07.826896,2022-08-09 07:53:07.431925,0 days 03:04:59.605029
2022-08-09 08:14:08.399906,2022-08-09 09:45:06.523944,0 days 01:30:58.124038
2022-08-09 09:54:08.793823,2022-08-09 11:08:06.728588,0 days 01:13:57.934765
2022-08-09 11:20:07.774596,2022-08-09 13:33:07.875795,0 days 02:13:00.101199
2022-08-09 15:08:07.344865,2022-08-09 17:21:08.593789,0 days 02:13:01.248924
2022-08-09 17:33:07.273599,2022-08-09 21:14:07.294880,0 days 03:41:00.021281
2022-08-09 21:51:09.299945,2022-08-09 23:47:07.573299,0 days 01:55:58.273354
2022-08-09 23:48:07.497219,2022-08-10 08:49:09.754823,0 days 09:01:02.257604
2022-08-10 15:12:08.010395,2022-08-10 17:18:08.590260,0 days 02:06:00.579865
2022-08-10 17:31:07.755229,2022-08-10 20:31:07.021657,0 days 02:59:59.266428
2022-08-10 20:56:08.330605,2022-08-10 22:57:11.397107,0 days 02:01:03.066502
2022-08-10 22:58:07.212935,2022-08-11 12:04:09.099416,0 days 13:06:01.886481
2022-08-11 12:17:06.908401,2022-08-11 14:22:07.167097,0 days 02:05:00.258696
2022-08-11 14:39:06.753946,2022-08-11 16:03:07.783083,0 days 01:24:01.029137
2022-08-11 16:18:07.603357,2022-08-12 13:28:07.390253,0 days 21:09:59.786896
2022-08-12 14:57:06.836172,2022-08-15 11:57:06.978555,2 days 21:00:00.142383
2022-08-15 11:58:06.772355,2022-08-15 14:00:07.453993,0 days 02:02:00.681638
2022-08-15 14:11:07.679179,2022-08-16 00:13:06.406141,0 days 10:01:58.726962
2022-08-16 01:02:07.133297,2022-08-16 03:54:06.918367,0 days 02:51:59.785070
2022-08-16 03:55:06.929188,2022-08-16 06:39:06.527086,0 days 02:43:59.597898
2022-08-16 09:40:06.920201,2022-08-16 10:42:07.204895,0 days 01:02:00.284694
2022-08-16 16:21:07.187277,2022-08-16 18:56:06.967126,0 days 02:34:59.779849
2022-08-16 18:57:07.117437,2022-08-16 21:11:07.575930,0 days 02:14:00.458493
2022-08-16 21:12:07.204744,2022-08-17 00:34:07.086451,0 days 03:21:59.881707
2022-08-17 00:35:06.843739,2022-08-17 09:12:08.453620,0 days 08:37:01.609881
2022-08-17 15:23:10.253138,2022-08-17 17:00:06.867154,0 days 01:36:56.614016
2022-08-17 17:09:07.038207,2022-08-18 04:27:06.875217,0 days 11:17:59.837010
2022-08-18 04:28:11.475139,2022-08-18 05:50:11.915908,0 days 01:22:00.440769
2022-08-18 06:45:06.899137,2022-08-18 07:56:09.896884,0 days 01:11:02.997747
2022-08-18 14:16:07.538950,2022-08-18 16:35:06.899423,0 days 02:18:59.360473
2022-08-18 16:44:07.186390,2022-08-19 06:39:08.185715,0 days 13:55:00.999325
2022-08-19 07:47:07.543178,2022-08-19 10:43:08.051910,0 days 02:56:00.508732
2022-08-19 16:04:06.194517,2022-08-20 09:50:07.699862,0 days 17:46:01.505345
2022-08-20 09:51:06.604361,2022-08-20 11:08:08.209305,0 days 01:17:01.604944
2022-08-20 11:17:07.673051,2022-08-20 22:18:06.422732,0 days 11:00:58.749681
2022-08-20 22:19:07.332320,2022-08-20 23:36:07.515645,0 days 01:17:00.183325
2022-08-20 23:37:07.665463,2022-08-21 02:32:07.029105,0 days 02:54:59.363642
2022-08-21 02:33:06.543073,2022-08-21 07:38:07.226326,0 days 05:05:00.683253
2022-08-21 07:39:07.372675,2022-08-21 09:16:08.252270,0 days 01:37:00.879595
2022-08-21 09:23:07.931035,2022-08-21 20:47:09.541643,0 days 11:24:01.610608
2022-08-21 20:48:07.888956,2022-08-21 22:25:08.527673,0 days 01:37:00.638717
2022-08-21 22:26:07.289245,2022-08-22 01:47:07.154547,0 days 03:20:59.865302
2022-08-22 01:48:06.683959,2022-08-22 11:01:07.071158,0 days 09:13:00.387199
2022-08-22 11:07:07.688707,2022-08-22 12:18:07.316427,0 days 01:10:59.627720
2022-08-22 12:19:08.353956,2022-08-22 13:29:06.694519,0 days 01:09:58.340563
2022-08-22 13:54:08.130761,2022-08-23 06:41:07.406251,0 days 16:46:59.275490
2022-08-23 06:42:07.963912,2022-08-23 09:08:08.236697,0 days 02:26:00.272785
2022-08-23 09:09:07.556826,2022-08-23 14:01:08.484918,0 days 04:52:00.928092
2022-08-23 14:02:07.562500,2022-08-24 06:28:08.355262,0 days 16:26:00.792762
2022-08-24 07:02:07.668721,2022-08-24 08:29:07.576007,0 days 01:26:59.907286
2022-08-24 08:30:07.986040,2022-08-24 09:37:07.380851,0 days 01:06:59.394811
2022-08-24 09:38:07.922549,2022-08-24 13:30:08.523924,0 days 03:52:00.601375
2022-08-24 13:31:06.518698,2022-08-25 06:14:06.763793,0 days 16:43:00.245095
2022-08-25 06:37:06.949294,2022-08-25 08:42:06.742810,0 days 02:04:59.793516
2022-08-25 10:48:06.504627,2022-08-25 12:31:06.844038,0 days 01:43:00.339411
2022-08-25 13:26:07.158311,2022-08-26 06:26:06.660440,0 days 16:59:59.502129
2022-08-26 06:27:06.316666,2022-08-26 10:14:06.365915,0 days 03:47:00.049249
2022-08-26 10:15:07.354161,2022-08-26 12:41:07.182281,0 days 02:25:59.828120
2022-08-26 12:42:06.679541,2022-08-26 13:49:07.051575,0 days 01:07:00.372034
2022-08-26 13:50:06.781818,2022-08-28 12:28:06.736548,1 days 22:37:59.954730
2022-08-28 14:15:08.039979,2022-08-28 15:31:06.615228,0 days 01:15:58.575249
2022-08-28 16:15:06.437257,2022-08-28 19:44:07.027229,0 days 03:29:00.589972
2022-08-28 19:45:08.831638,2022-08-29 08:07:07.356653,0 days 12:21:58.525015
2022-08-29 14:00:07.196370,2022-08-31 06:42:06.726364,1 days 16:41:59.529994
2022-08-31 06:43:07.316102,2022-08-31 09:54:07.970541,0 days 03:11:00.654439
2022-08-31 09:55:07.928223,2022-08-31 11:24:06.934418,0 days 01:28:59.006195
2022-08-31 11:25:06.701287,2022-08-31 12:34:07.251442,0 days 01:09:00.550155
2022-08-31 12:35:06.807976,2022-08-31 14:00:06.938923,0 days 01:25:00.130947
2022-08-31 14:01:07.654769,2022-09-01 06:27:06.658403,0 days 16:25:59.003634
2022-09-01 06:28:06.882145,2022-09-01 08:05:07.750479,0 days 01:37:00.868334
2022-09-01 08:06:07.376495,2022-09-01 09:11:06.915398,0 days 01:04:59.538903
2022-09-01 09:12:06.566682,2022-09-02 06:13:06.668902,0 days 21:01:00.102220
2022-09-02 06:14:07.622785,2022-09-02 08:12:06.900922,0 days 01:57:59.278137
2022-09-02 08:13:07.775556,2022-09-02 13:58:07.251238,0 days 05:44:59.475682
2022-09-02 13:59:06.998025,2022-09-05 06:16:07.162171,2 days 16:17:00.164146
2022-09-05 06:17:08.114580,2022-09-05 14:09:07.247534,0 days 07:51:59.132954
2022-09-05 14:10:07.876322,2022-09-06 06:08:07.488836,0 days 15:57:59.612514
2022-09-06 06:42:07.636259,2022-09-06 08:46:07.137122,0 days 02:03:59.500863
2022-09-06 08:47:06.890812,2022-09-07 06:17:07.287961,0 days 21:30:00.397149
2022-09-07 06:18:07.013018,2022-09-07 07:30:07.018341,0 days 01:12:00.005323
2022-09-07 07:31:08.825556,2022-09-07 11:41:08.032653,0 days 04:09:59.207097
2022-09-07 13:17:06.309540,2022-09-08 06:26:11.040802,0 days 17:09:04.731262
2022-09-08 06:27:10.096085,2022-09-08 08:35:06.853470,0 days 02:07:56.757385
2022-09-08 08:36:07.432439,2022-09-08 14:29:07.815189,0 days 05:53:00.382750
2022-09-08 14:30:08.442824,2022-09-09 06:27:07.831751,0 days 15:56:59.388927
